web-scraper-order,web-scraper-start-url,Mouton_Links,Mouton_Links-href,Nom,Price,Addresse,Lien_image
"1738979334-494","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3709012","Mouton","350 000 CFA","Mbao, Dakar, Sénégal",""
"1738979339-495","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-3709200","Mouton Azawat","Prix sur demande","Thies, Sénégal",""
"1738979342-496","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3711943","Femelle ladoum","450 000 CFA","Pikine, Sénégal",""
"1738979347-497","https://sn.coinafrique.com/categorie/moutons?page=5","Mâle Ladoum","https://sn.coinafrique.com/annonce/moutons/male-ladoum-3711949","Mâle Ladoum","575 000 CFA","Pikine, Sénégal",""
"1738979350-498","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawad","https://sn.coinafrique.com/annonce/moutons/mouton-azawad-3713044","Mouton Azawad","230 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979353-499","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3714745","Mouton ladoum","850 000 CFA","Mbour, Sénégal",""
"1738979356-500","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3714750","Mouton ladoum","850 000 CFA","Mbour, Sénégal",""
"1738979359-501","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3716131","Mouton ladoum","350 000 CFA","Cambérène, Dakar, Sénégal",""
"1738979362-502","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum métisse azawatte","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-metisse-azawatte-3716133","Mouton ladoum métisse azawatte","140 000 CFA","Cambérène, Dakar, Sénégal",""
"1738979366-503","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3716204","Mouton Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal",""
"1738979369-504","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3716241","Moutons","170 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738979384-505","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3716691","Mouton","110 000 CFA","Yoff, Dakar, Sénégal",""
"1738979387-506","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3716695","Mouton","70 000 CFA","Yoff, Dakar, Sénégal",""
"1738979391-507","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3717423","Mouton","300 CFA","Dakar, Sénégal",""
"1738979396-508","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-3721884","Mouton azawat","850 000 CFA","Thies, Sénégal",""
"1738979400-509","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3722202","Mouton","160 000 CFA","Dakar, Sénégal",""
"1738979404-510","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3725800","Moutons","1 700 000 CFA","Mbour, Sénégal",""
"1738979407-511","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3725954","Mouton","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1738979411-512","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3726012","Moutons","165 000 CFA","Dakar, Sénégal",""
"1738979414-513","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton azawad","https://sn.coinafrique.com/annonce/moutons/mouton-azawad-3726130","Mouton azawad","275 000 CFA","Tambacounda, Sénégal",""
"1738979417-514","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3729435","Mouton","180 000 CFA","Rufisque, Sénégal",""
"1738979420-515","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3729535","Mouton","250 000 CFA","Ouakam, Dakar, Sénégal",""
"1738979424-516","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3729734","Mouton","250 000 CFA","Ouakam, Dakar, Sénégal",""
"1738979427-517","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3730353","Mouton","350 000 CFA","Dakar, Sénégal",""
"1738979431-518","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3730594","Mouton","Prix sur demande","Rufisque, Sénégal",""
"1738979435-519","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3731236","Mouton","410 000 CFA","Matam, Sénégal",""
"1738979440-520","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3731483","Moutons","180 000 CFA","Niaga, Sénégal",""
"1738979443-521","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3731518","Mouton","400 000 CFA","Rufisque, Sénégal",""
"1738979447-522","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3732517","Mouton ladoum","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1738979451-523","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3732578","Moutons","225 000 CFA","Mbao, Dakar, Sénégal",""
"1738979454-524","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3732631","Moutons","225 000 CFA","Keur Massar, Sénégal",""
"1738979457-525","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3732948","Mouton","300 000 CFA","Dakar, Sénégal",""
"1738979463-526","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3693607","Mouton","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1738979466-527","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3735519","Mouton","250 000 CFA","Les Parcelles Assainies, Dakar, Sénégal",""
"1738979469-528","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3736702","Mouton","160 000 CFA","Dakar, Sénégal",""
"1738979472-529","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3741915","Mouton","Prix sur demande","Mbao, Dakar, Sénégal",""
"1738979476-530","https://sn.coinafrique.com/categorie/moutons?page=4","Femelle ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3742313","Femelle ladoum","Prix sur demande","Grand Yoff, Dakar, Sénégal",""
"1738979479-531","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3742320","Mouton","300 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979483-532","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton balami","https://sn.coinafrique.com/annonce/moutons/mouton-balami-3742539","Mouton balami","Prix sur demande","Pikine, Sénégal",""
"1738979486-533","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3742816","Mouton","900 000 CFA","Louga, Sénégal",""
"1738979490-534","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3743769","Moutons","170 000 CFA","Keur Massar, Sénégal",""
"1738979493-535","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3745653","Mouton","310 000 CFA","Mbao, Dakar, Sénégal",""
"1738979498-536","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3747590","Mouton","100 000 CFA","Pikine, Sénégal",""
"1738979503-537","https://sn.coinafrique.com/categorie/moutons?page=4","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3748069","Femelle Ladoum","350 000 CFA","Keur Massar, Sénégal",""
"1738979506-538","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3748117","Mouton","200 000 CFA","Dakar, Sénégal",""
"1738979510-539","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3748118","Mouton","Prix sur demande","Dakar, Sénégal",""
"1738979513-540","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3748949","Mouton","270 000 CFA","Dakar, Sénégal",""
"1738979518-541","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3749119","Mouton","250 000 CFA","Guédiawaye, Dakar, Sénégal",""
"1738979521-542","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3749558","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1738979525-543","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3749788","Moutons","Prix sur demande","Thies, Sénégal",""
"1738979530-544","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3750310","Mouton","120 000 CFA","Yoff, Dakar, Sénégal",""
"1738979533-545","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3751345","Mouton","95 000 CFA","Pikine, Sénégal",""
"1738979536-546","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3751377","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1738979539-547","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3752267","Mouton","220 000 CFA","Pikine, Sénégal",""
"1738979542-548","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3752760","Mouton","300 000 CFA","Bambey, Sénégal",""
"1738979546-549","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3754057","Mouton","3 500 000 CFA","Kaolack, Sénégal",""
"1738979550-550","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3755782","Mouton","Prix sur demande","Saint Louis, Sénégal",""
"1738979553-551","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3756000","Moutons","Prix sur demande","Niaga, Sénégal",""
"1738979556-552","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3756002","Mouton","Prix sur demande","Niaga, Sénégal",""
"1738979560-553","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3757329","Mouton ladoum","700 000 CFA","Mbour, Sénégal",""
"1738979563-554","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3757545","Mouton","120 000 CFA","Saint Louis, Sénégal",""
"1738979566-555","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3757550","Mouton","195 000 CFA","Saint Louis, Sénégal",""
"1738979570-556","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3757730","Moutons","130 000 CFA","Saint Louis, Sénégal",""
"1738979573-557","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3757978","Mouton","300 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979577-558","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3758138","Mouton","145 000 CFA","Saint Louis, Sénégal",""
"1738979580-559","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3758372","Mouton","170 000 CFA","Saint Louis, Sénégal",""
"1738979585-560","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3758961","Mouton","300 000 CFA","Diourbel, Sénégal",""
"1738979589-561","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3759500","Mouton","110 000 CFA","Dakar, Sénégal",""
"1738979592-562","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3759509","Mouton","150 000 CFA","Rufisque, Sénégal",""
"1738979595-563","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3760758","Mouton","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1738979599-564","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton xar","https://sn.coinafrique.com/annonce/moutons/mouton-xar-3761377","Mouton xar","235 000 CFA","Dakar, Sénégal",""
"1738979602-565","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3761486","Moutons","Prix sur demande","Mbao, Dakar, Sénégal",""
"1738979606-566","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3761609","Mouton","110 000 CFA","Dakar, Sénégal",""
"1738979610-567","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3762005","Moutons","350 000 CFA","Saint Louis, Sénégal",""
"1738979614-568","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3763032","Mouton","250 000 CFA","Dakar, Sénégal",""
"1738979617-569","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3763242","Mouton ladoum","900 CFA","Keur Massar, Sénégal",""
"1738979620-570","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3763572","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1738979623-571","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3763895","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1738979626-572","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3766973","Mouton","95 000 CFA","Pikine, Sénégal",""
"1738979630-573","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3767182","Mouton","Prix sur demande","Biscuiterie, Dakar, Sénégal",""
"1738979633-574","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3768066","Mouton","450 000 CFA","Thies, Sénégal",""
"1738979636-575","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3768092","Mouton","Prix sur demande","Mbao, Dakar, Sénégal",""
"1738979640-576","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3769060","Mouton","170 000 CFA","Pikine, Sénégal",""
"1738979643-577","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3769737","Mouton","145 000 CFA","Saint Louis, Sénégal",""
"1738979646-578","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3770132","Mouton","150 000 CFA","Pikine, Sénégal",""
"1738979649-579","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3770153","Moutons","180 000 CFA","Keur Massar, Sénégal",""
"1738979653-580","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3771973","Moutons","250 000 CFA","Keur Massar, Sénégal",""
"1738979656-581","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3772508","Mouton","165 000 CFA","Pikine, Sénégal",""
"1738979659-582","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3772510","Mouton","165 000 CFA","Pikine, Sénégal",""
"1738979664-583","https://sn.coinafrique.com/categorie/moutons?page=4","Femelle ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3773634","Femelle ladoum","500 000 CFA","Guédiawaye, Yeumbeul, Sénégal",""
"1738979667-584","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3773998","Mouton","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1738979671-585","https://sn.coinafrique.com/categorie/moutons?page=4","Jeune male ladoum","https://sn.coinafrique.com/annonce/moutons/jeune-male-ladoum-3774954","Jeune male ladoum","600 000 CFA","Guédiawaye, Yeumbeul, Sénégal",""
"1738979674-586","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3775053","Mouton","200 000 CFA","Dakar, Sénégal",""
"1738979679-587","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3775626","Mouton","245 000 CFA","HLM, Dakar, Sénégal",""
"1738979682-588","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3778560","Moutons","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1738979694-589","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3789649","Mouton","265 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979698-590","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3792885","Mouton","450 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1738979702-591","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3798119","Mouton","Prix sur demande","Niaga, Sénégal",""
"1738979706-592","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3803984","Mouton ladoum","600 000 CFA","Saint Louis, Sénégal",""
"1738979710-593","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons tabaski","https://sn.coinafrique.com/annonce/moutons/moutons-tabaski-3770483","Moutons tabaski","175 000 CFA","Keur Massar, Sénégal",""
"1738979714-594","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons tabaski","https://sn.coinafrique.com/annonce/moutons/moutons-tabaski-3770553","Moutons tabaski","250 000 CFA","Dakar, Sénégal",""
"1738979717-595","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3772753","Moutons","325 000 CFA","Dakar, Sénégal",""
"1738979720-596","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3829183","Moutons","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1738979724-597","https://sn.coinafrique.com/categorie/moutons?page=3","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3831016","Femelle Ladoum","900 000 CFA","Ouest Foire, Dakar, Sénégal",""
"1738979727-598","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3838007","Mouton Ladoum","950 CFA","Louga, Sénégal",""
"1738979730-599","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3848065","Mouton","800 000 CFA","Thies, Sénégal",""
"1738979734-600","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3848108","Mouton Ladoum","500 000 CFA","Mariste, Dakar, Sénégal",""
"1738979738-601","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3848488","Mouton Ladoum","800 000 CFA","Mariste, Dakar, Sénégal",""
"1738979740-602","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3859898","Mouton","67 000 CFA","Pikine, Sénégal",""
"1738979744-603","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3861555","Mouton","375 CFA","Keur Massar, Sénégal",""
"1738979748-604","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton femelle","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-3861563","Mouton femelle","130 CFA","Keur Massar, Sénégal",""
"1738979751-605","https://sn.coinafrique.com/categorie/moutons?page=3","Femelle demi sang","https://sn.coinafrique.com/annonce/moutons/femelle-demi-sang-3868827","Femelle demi sang","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1738979755-606","https://sn.coinafrique.com/categorie/moutons?page=3","Femelle Demi Sang Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-demi-sang-ladoum-3880622","Femelle Demi Sang Ladoum","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1738979759-607","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3882575","Mouton","350 CFA","Pikine, Sénégal",""
"1738979762-608","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3899557","Moutons","150 CFA","Guediawaye, Dakar, Sénégal",""
"1738979765-609","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3909426","Mouton","75 000 CFA","Pikine, Sénégal",""
"1738979769-610","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons Jumeaux ladoums","https://sn.coinafrique.com/annonce/moutons/moutons-jumeaux-ladoums-3911094","Moutons Jumeaux ladoums","600 000 CFA","Niaga, Sénégal",""
"1738979773-611","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3913122","Mouton","Prix sur demande","Pikine, Sénégal",""
"1738979778-612","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3916727","Moutons","150 000 CFA","Mbour, Sénégal",""
"1738979781-613","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3925403","Mouton Ladoum","Prix sur demande","Dakar, Sénégal",""
"1738979785-614","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3926191","Mouton","8 000 000 CFA","Dakar, Sénégal",""
"1738979788-615","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3934498","Mouton","150 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979791-616","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3899374","Mouton ladoum","1 200 000 CFA","Dakar, Sénégal",""
"1738979794-617","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3936799","Mouton","150 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979798-618","https://sn.coinafrique.com/categorie/moutons?page=3","Bélier","https://sn.coinafrique.com/annonce/moutons/belier-3936807","Bélier","150 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979802-619","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3940256","Mouton Ladoum","800 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979806-620","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3940258","Mouton","375 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979811-621","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3973513","Mouton Ladoum","Prix sur demande","Yoff, Dakar, Sénégal",""
"1738979814-622","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3973521","Mouton Ladoum","Prix sur demande","Yoff, Dakar, Sénégal",""
"1738979818-623","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3974793","Mouton","130 000 CFA","Ouest Foire, Dakar, Sénégal",""
"1738979822-624","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3978496","Mouton","115 000 CFA","Mbao, Dakar, Sénégal",""
"1738979825-625","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4009060","Mouton","200 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979830-626","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4009435","Mouton","350 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1738979833-627","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4012817","Mouton","120 000 CFA","Dakar, Sénégal",""
"1738979837-628","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4014306","Mouton","385 000 CFA","Mbao, Dakar, Sénégal",""
"1738979841-629","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4029736","Mouton","Prix sur demande","Yoff, Dakar, Sénégal",""
"1738979845-630","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4029738","Mouton","Prix sur demande","Yoff, Dakar, Sénégal",""
"1738979848-631","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4029740","Mouton","Prix sur demande","Yoff, Dakar, Sénégal",""
"1738979851-632","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4030108","Mouton","350 000 CFA","Thies, Sénégal",""
